SurgeCon Assessment  Date ,Year-Month,Site Name,SurgeCon Level,SurgeCon Score,SurgeCon Scale,Modified By
2021-10-10 15:31,2021-October,Carbonear General Hospital,3,17,0.167999998,emerg.emerg
2021-10-11 16:10,2021-October,Carbonear General Hospital,5,40,0.400999993,emerg.emerg
2021-10-11 20:17,2021-October,Carbonear General Hospital,3,17,0.171500012,emerg.emerg
2021-10-11 22:14,2021-October,Carbonear General Hospital,3,21,0.212000012,emerg.emerg
2021-10-12 12:06,2021-October,Carbonear General Hospital,2,15,0.149000004,emerg.emerg
2021-10-12 17:34,2021-October,Carbonear General Hospital,3,23,0.22649999,emerg.emerg
2021-10-12 20:06,2021-October,Carbonear General Hospital,3,23,0.231999993,emerg.emerg
2021-10-13 11:59,2021-October,Carbonear General Hospital,3,20,0.202000007,emerg.emerg
2021-10-13 17:20,2021-October,Carbonear General Hospital,4,33,0.325999975,emerg.emerg
2021-10-13 21:23,2021-October,Carbonear General Hospital,1,8,0.082500003,emerg.emerg
2021-10-14 21:35,2021-October,Carbonear General Hospital,1,7,0.066000007,emerg.emerg
2021-10-15 8:09,2021-October,Carbonear General Hospital,1,1,0.008,emerg.emerg
2021-10-15 10:51,2021-October,Carbonear General Hospital,1,5,0.052000001,emerg.emerg
2021-10-15 14:25,2021-October,Carbonear General Hospital,2,14,0.135000005,emerg.emerg
2021-10-15 18:14,2021-October,Carbonear General Hospital,2,11,0.109999999,emerg.emerg
2021-10-16 8:16,2021-October,Carbonear General Hospital,1,2,0.018499998,emerg.emerg
2021-10-16 14:00,2021-October,Carbonear General Hospital,3,22,0.217500001,emerg.emerg
2021-10-17 7:59,2021-October,Carbonear General Hospital,1,3,0.028000003,emerg.emerg
2021-10-17 11:55,2021-October,Carbonear General Hospital,1,1,0.006,emerg.emerg
2021-10-17 15:11,2021-October,Carbonear General Hospital,1,8,0.076000005,emerg.emerg
2021-10-17 18:32,2021-October,Carbonear General Hospital,2,9,0.093000002,emerg.emerg
2021-10-18 8:28,2021-October,Carbonear General Hospital,2,10,0.098500006,emerg.emerg
2021-10-18 10:39,2021-October,Carbonear General Hospital,1,7,0.074000001,emerg.emerg
2021-10-18 14:16,2021-October,Carbonear General Hospital,2,12,0.118000001,emerg.emerg
2021-10-18 17:59,2021-October,Carbonear General Hospital,2,16,0.164499983,emerg.emerg
2021-10-19 8:31,2021-October,Carbonear General Hospital,2,9,0.092000008,emerg.emerg
2021-10-19 13:37,2021-October,Carbonear General Hospital,3,22,0.218500003,emerg.emerg
2021-10-19 13:38,2021-October,Carbonear General Hospital,3,23,0.233500004,emerg.emerg
2021-10-19 17:06,2021-October,Carbonear General Hospital,4,28,0.282999992,emerg.emerg
2021-10-20 10:21,2021-October,Carbonear General Hospital,2,15,0.146499991,emerg.emerg
2021-10-20 12:20,2021-October,Carbonear General Hospital,4,26,0.262499988,emerg.emerg
2021-10-20 20:21,2021-October,Carbonear General Hospital,2,14,0.139499992,emerg.emerg
2021-10-20 22:12,2021-October,Carbonear General Hospital,3,25,0.252999991,emerg.emerg
2021-10-22 20:23,2021-October,Carbonear General Hospital,3,17,0.165000007,emerg.emerg
2021-10-24 14:33,2021-October,Carbonear General Hospital,2,12,0.115000002,emerg.emerg
2021-10-25 8:26,2021-October,Carbonear General Hospital,2,15,0.148999989,emerg.emerg
2021-10-25 10:08,2021-October,Carbonear General Hospital,3,18,0.179999977,emerg.emerg
2021-10-25 13:02,2021-October,Carbonear General Hospital,5,38,0.380499989,emerg.emerg
2021-10-25 15:47,2021-October,Carbonear General Hospital,4,27,0.273499995,emerg.emerg
2021-10-25 17:50,2021-October,Carbonear General Hospital,3,21,0.213,emerg.emerg
2021-10-26 8:32,2021-October,Carbonear General Hospital,2,16,0.158000007,emerg.emerg
2021-10-26 10:30,2021-October,Carbonear General Hospital,3,19,0.189999998,emerg.emerg
2021-10-26 13:11,2021-October,Carbonear General Hospital,4,27,0.265499979,emerg.emerg
2021-10-26 15:03,2021-October,Carbonear General Hospital,2,16,0.162,emerg.emerg
2021-10-26 16:33,2021-October,Carbonear General Hospital,4,28,0.275000006,emerg.emerg
2021-10-26 18:06,2021-October,Carbonear General Hospital,3,17,0.167500004,emerg.emerg
2021-10-27 8:20,2021-October,Carbonear General Hospital,1,6,0.058000002,emerg.emerg
2021-10-27 12:45,2021-October,Carbonear General Hospital,2,12,0.122500002,emerg.emerg
2021-10-27 13:17,2021-October,Carbonear General Hospital,3,25,0.247000009,emerg.emerg
2021-10-27 15:53,2021-October,Carbonear General Hospital,3,25,0.254000008,emerg.emerg
2021-10-28 8:21,2021-October,Carbonear General Hospital,1,8,0.075999998,emerg.emerg
2021-10-28 11:23,2021-October,Carbonear General Hospital,4,33,0.328999966,emerg.emerg
2021-10-28 14:19,2021-October,Carbonear General Hospital,5,46,0.462500006,emerg.emerg
2021-10-29 9:11,2021-October,Carbonear General Hospital,4,28,0.281000018,emerg.emerg
2021-10-29 9:12,2021-October,Carbonear General Hospital,2,15,0.150999993,emerg.emerg
2021-10-29 17:03,2021-October,Carbonear General Hospital,4,30,0.30399999,emerg.emerg
2021-10-29 20:49,2021-October,Carbonear General Hospital,3,25,0.2465,emerg.emerg
2021-10-30 3:51,2021-October,Carbonear General Hospital,2,10,0.096499994,emerg.emerg
2021-11-10 0:38,2021-November,Carbonear General Hospital,4,29,0.294499993,emerg.emerg
2021-11-10 21:40,2021-November,Carbonear General Hospital,2,15,0.147,emerg.emerg
2021-11-11 19:54,2021-November,Carbonear General Hospital,2,12,0.118000001,emerg.emerg
2021-11-11 21:34,2021-November,Carbonear General Hospital,4,27,0.266499996,emerg.emerg
2021-11-12 8:29,2021-November,Carbonear General Hospital,3,20,0.199000001,emerg.emerg
2021-11-12 10:54,2021-November,Carbonear General Hospital,3,20,0.201000005,emerg.emerg
2021-11-12 13:21,2021-November,Carbonear General Hospital,4,28,0.277500004,emerg.emerg
2021-11-12 15:34,2021-November,Carbonear General Hospital,2,15,0.152999997,emerg.emerg
2021-11-12 17:41,2021-November,Carbonear General Hospital,2,16,0.160999998,emerg.emerg
2021-11-13 8:51,2021-November,Carbonear General Hospital,3,23,0.227500007,emerg.emerg
2021-11-13 10:31,2021-November,Carbonear General Hospital,4,26,0.260500014,emerg.emerg
2021-11-13 14:28,2021-November,Carbonear General Hospital,4,32,0.315499991,emerg.emerg
2021-11-13 18:53,2021-November,Carbonear General Hospital,5,45,0.450499982,emerg.emerg
2021-11-14 8:13,2021-November,Carbonear General Hospital,2,14,0.137500003,emerg.emerg
2021-11-14 15:18,2021-November,Carbonear General Hospital,2,10,0.098000005,emerg.emerg
2021-11-14 17:33,2021-November,Carbonear General Hospital,2,9,0.094000004,emerg.emerg
2021-11-15 9:48,2021-November,Carbonear General Hospital,1,7,0.067000002,emerg.emerg
2021-11-15 19:09,2021-November,Carbonear General Hospital,1,8,0.081999995,emerg.emerg
2021-11-17 11:48,2021-November,Carbonear General Hospital,2,15,0.146500006,emerg.emerg
2021-11-17 22:50,2021-November,Carbonear General Hospital,2,14,0.140500009,emerg.emerg
2021-11-18 20:27,2021-November,Carbonear General Hospital,2,10,0.098999999,emerg.emerg
2021-11-19 8:29,2021-November,Carbonear General Hospital,2,12,0.115000002,emerg.emerg
2021-11-19 14:20,2021-November,Carbonear General Hospital,5,37,0.370999992,emerg.emerg
2021-11-19 21:02,2021-November,Carbonear General Hospital,2,16,0.159500003,emerg.emerg
2021-11-21 5:59,2021-November,Carbonear General Hospital,1,5,0.054000001,emerg.emerg
2021-11-21 16:07,2021-November,Carbonear General Hospital,3,19,0.187999994,emerg.emerg
2021-11-22 20:09,2021-November,Carbonear General Hospital,1,8,0.077,emerg.emerg
2021-11-23 21:09,2021-November,Carbonear General Hospital,2,11,0.113000005,emerg.emerg
2021-11-24 9:51,2021-November,Carbonear General Hospital,1,6,0.063000001,emerg.emerg
2021-11-25 8:50,2021-November,Carbonear General Hospital,1,6,0.063000001,emerg.emerg
2021-11-25 8:59,2021-November,Carbonear General Hospital,2,11,0.106000006,emerg.emerg
2021-11-25 14:18,2021-November,Carbonear General Hospital,2,16,0.155000001,emerg.emerg
2021-11-25 15:51,2021-November,Carbonear General Hospital,3,24,0.242000014,emerg.emerg
2021-11-26 9:06,2021-November,Carbonear General Hospital,3,19,0.192499995,emerg.emerg
2021-11-30 15:45,2021-November,Carbonear General Hospital,2,9,0.093499996,emerg.emerg
2021-11-30 20:30,2021-November,Carbonear General Hospital,1,2,0.021000002,emerg.emerg
2021-12-01 20:48,2021-December,Carbonear General Hospital,2,11,0.113999993,emerg.emerg
2021-12-02 20:11,2021-December,Carbonear General Hospital,2,11,0.109999999,emerg.emerg
2021-12-03 14:06,2021-December,Carbonear General Hospital,4,33,0.324999988,emerg.emerg
2021-12-04 13:57,2021-December,Carbonear General Hospital,3,19,0.186000004,emerg.emerg
2021-12-06 10:58,2021-December,Carbonear General Hospital,3,19,0.186000004,emerg.emerg
2021-12-06 11:00,2021-December,Carbonear General Hospital,3,19,0.186000004,emerg.emerg
2021-12-06 11:07,2021-December,Carbonear General Hospital,3,19,0.186000004,emerg.emerg
2021-12-06 11:37,2021-December,Carbonear General Hospital,3,21,0.213999972,emerg.emerg
2021-12-06 11:38,2021-December,Carbonear General Hospital,4,28,0.276499987,emerg.emerg
2021-12-06 13:46,2021-December,Carbonear General Hospital,4,31,0.313500017,emerg.emerg
2021-12-06 16:13,2021-December,Carbonear General Hospital,5,38,0.382999957,emerg.emerg
2021-12-06 20:25,2021-December,Carbonear General Hospital,5,34,0.337500006,emerg.emerg
2021-12-06 23:45,2021-December,Carbonear General Hospital,2,14,0.141000003,emerg.emerg
2021-12-07 10:42,2021-December,Carbonear General Hospital,2,13,0.130999997,emerg.emerg
2021-12-07 20:45,2021-December,Carbonear General Hospital,2,12,0.124000005,emerg.emerg
2021-12-08 10:59,2021-December,Carbonear General Hospital,4,29,0.288499981,emerg.emerg
2021-12-08 20:53,2021-December,Carbonear General Hospital,4,33,0.33099997,emerg.emerg
2021-12-10 8:49,2021-December,Carbonear General Hospital,2,11,0.114000008,emerg.emerg
2021-12-10 10:46,2021-December,Carbonear General Hospital,2,12,0.118500002,emerg.emerg
2021-12-10 12:23,2021-December,Carbonear General Hospital,2,14,0.141499996,emerg.emerg
2021-12-10 14:26,2021-December,Carbonear General Hospital,2,13,0.125500008,emerg.emerg
2021-12-10 17:57,2021-December,Carbonear General Hospital,3,19,0.189500004,emerg.emerg
2021-12-10 19:56,2021-December,Carbonear General Hospital,4,28,0.283500016,emerg.emerg
2021-12-11 8:57,2021-December,Carbonear General Hospital,3,20,0.201000005,emerg.emerg
2021-12-11 10:55,2021-December,Carbonear General Hospital,2,13,0.130999997,emerg.emerg
2021-12-11 13:26,2021-December,Carbonear General Hospital,3,19,0.189999998,emerg.emerg
2021-12-11 16:12,2021-December,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2021-12-11 19:12,2021-December,Carbonear General Hospital,2,15,0.144999996,emerg.emerg
2021-12-11 22:58,2021-December,Carbonear General Hospital,3,24,0.244000003,emerg.emerg
2021-12-12 11:14,2021-December,Carbonear General Hospital,3,21,0.209999993,emerg.emerg
2021-12-13 8:11,2021-December,Carbonear General Hospital,3,22,0.216000006,emerg.emerg
2021-12-13 8:12,2021-December,Carbonear General Hospital,3,22,0.216000006,emerg.emerg
2021-12-13 13:09,2021-December,Carbonear General Hospital,5,35,0.352999985,emerg.emerg
2021-12-13 13:09,2021-December,Carbonear General Hospital,5,35,0.352999985,emerg.emerg
2021-12-14 8:11,2021-December,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2021-12-14 18:17,2021-December,Carbonear General Hospital,2,16,0.158000007,emerg.emerg
2021-12-14 18:55,2021-December,Carbonear General Hospital,2,16,0.158000007,emerg.emerg
2021-12-15 19:57,2021-December,Carbonear General Hospital,2,12,0.116000004,emerg.emerg
2021-12-16 20:09,2021-December,Carbonear General Hospital,2,12,0.122000009,emerg.emerg
2021-12-17 8:05,2021-December,Carbonear General Hospital,3,24,0.238999993,emerg.emerg
2021-12-17 8:05,2021-December,Carbonear General Hospital,4,28,0.278999984,emerg.emerg
2021-12-17 16:06,2021-December,Carbonear General Hospital,1,2,0.02,emerg.emerg
2021-12-20 14:35,2021-December,Carbonear General Hospital,4,27,0.269500017,emerg.emerg
2021-12-20 20:34,2021-December,Carbonear General Hospital,2,15,0.152499989,emerg.emerg
2021-12-20 23:24,2021-December,Carbonear General Hospital,1,8,0.075999998,emerg.emerg
2021-12-22 10:52,2021-December,Carbonear General Hospital,1,7,0.070000008,emerg.emerg
2021-12-24 22:38,2021-December,Carbonear General Hospital,1,4,0.038000003,emerg.emerg
2021-12-25 21:33,2021-December,Carbonear General Hospital,1,5,0.046,emerg.emerg
2021-12-26 20:26,2021-December,Carbonear General Hospital,5,35,0.352000058,emerg.emerg
2021-12-27 0:30,2021-December,Carbonear General Hospital,3,22,0.216000006,emerg.emerg
2021-12-27 6:14,2021-December,Carbonear General Hospital,2,16,0.155000001,emerg.emerg
2021-12-29 20:17,2021-December,Carbonear General Hospital,5,34,0.338000029,emerg.emerg
2021-12-29 23:27,2021-December,Carbonear General Hospital,4,26,0.25999999,emerg.emerg
2021-12-30 19:55,2021-December,Carbonear General Hospital,3,25,0.25000003,emerg.emerg
2021-12-30 21:58,2021-December,Carbonear General Hospital,4,26,0.258000016,emerg.emerg
2022-01-03 13:13,2022-January,Carbonear General Hospital,4,31,0.309000015,emerg.emerg
2022-01-03 23:01,2022-January,Carbonear General Hospital,2,16,0.159999996,emerg.emerg
2022-01-04 9:25,2022-January,Carbonear General Hospital,1,1,0.008,emerg.emerg
2022-01-04 15:18,2022-January,Carbonear General Hospital,2,9,0.090000004,emerg.emerg
2022-01-04 20:12,2022-January,Carbonear General Hospital,2,15,0.147499993,emerg.emerg
2022-01-05 2:47,2022-January,Carbonear General Hospital,3,24,0.238499999,emerg.emerg
2022-01-06 9:35,2022-January,Carbonear General Hospital,1,0,0,emerg.emerg
2022-01-07 10:31,2022-January,Carbonear General Hospital,1,5,0.046000004,emerg.emerg
2022-01-07 14:21,2022-January,Carbonear General Hospital,3,20,0.195499986,emerg.emerg
2022-01-07 17:44,2022-January,Carbonear General Hospital,4,26,0.261500001,emerg.emerg
2022-01-07 19:59,2022-January,Carbonear General Hospital,4,28,0.278499991,emerg.emerg
2022-01-07 22:26,2022-January,Carbonear General Hospital,3,18,0.179500014,emerg.emerg
2022-01-08 20:35,2022-January,Carbonear General Hospital,2,16,0.158000007,emerg.emerg
2022-01-09 20:50,2022-January,Carbonear General Hospital,2,13,0.129999995,emerg.emerg
2022-01-10 8:25,2022-January,Carbonear General Hospital,1,6,0.059999999,emerg.emerg
2022-01-11 14:51,2022-January,Carbonear General Hospital,1,5,0.054000001,emerg.emerg
2022-01-11 14:52,2022-January,Carbonear General Hospital,2,9,0.090000004,emerg.emerg
2022-01-12 8:20,2022-January,Carbonear General Hospital,2,10,0.098500006,emerg.emerg
2022-01-12 22:20,2022-January,Carbonear General Hospital,3,21,0.207499996,emerg.emerg
2022-01-13 20:13,2022-January,Carbonear General Hospital,2,14,0.138500005,emerg.emerg
2022-01-13 22:49,2022-January,Carbonear General Hospital,2,15,0.148999989,emerg.emerg
2022-01-15 0:23,2022-January,Carbonear General Hospital,1,8,0.083999999,emerg.emerg
2022-01-17 9:12,2022-January,Carbonear General Hospital,2,9,0.092,emerg.emerg
2022-01-17 12:59,2022-January,Carbonear General Hospital,2,12,0.116000004,emerg.emerg
2022-01-17 18:03,2022-January,Carbonear General Hospital,2,11,0.107000001,emerg.emerg
2022-01-18 8:40,2022-January,Carbonear General Hospital,1,8,0.083999999,emerg.emerg
2022-01-18 11:07,2022-January,Carbonear General Hospital,2,11,0.109999999,emerg.emerg
2022-01-18 16:50,2022-January,Carbonear General Hospital,3,17,0.169,emerg.emerg
2022-01-20 22:19,2022-January,Carbonear General Hospital,5,38,0.383999974,emerg.emerg
2022-01-21 2:09,2022-January,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2022-01-21 17:47,2022-January,Carbonear General Hospital,3,23,0.226000011,emerg.emerg
2022-01-21 20:05,2022-January,Carbonear General Hospital,3,25,0.25,emerg.emerg
2022-01-21 22:18,2022-January,Carbonear General Hospital,3,19,0.188499987,emerg.emerg
2022-01-22 20:32,2022-January,Carbonear General Hospital,4,26,0.264500022,emerg.emerg
2022-01-22 22:56,2022-January,Carbonear General Hospital,5,36,0.360999972,emerg.emerg
2022-01-23 2:47,2022-January,Carbonear General Hospital,3,19,0.189999998,emerg.emerg
2022-01-23 11:38,2022-January,Carbonear General Hospital,4,27,0.264999986,emerg.emerg
2022-01-23 21:15,2022-January,Carbonear General Hospital,5,41,0.408499986,emerg.emerg
2022-01-25 0:37,2022-January,Carbonear General Hospital,1,8,0.081999995,emerg.emerg
2022-01-25 15:21,2022-January,Carbonear General Hospital,5,45,0.447999984,emerg.emerg
2022-01-25 23:43,2022-January,Carbonear General Hospital,2,11,0.111000001,emerg.emerg
2022-01-26 8:21,2022-January,Carbonear General Hospital,1,8,0.078000002,emerg.emerg
2022-01-26 12:21,2022-January,Carbonear General Hospital,3,19,0.188000008,emerg.emerg
2022-01-26 16:13,2022-January,Carbonear General Hospital,3,17,0.165999979,emerg.emerg
2022-01-26 18:19,2022-January,Carbonear General Hospital,4,26,0.261000007,emerg.emerg
2022-01-27 8:01,2022-January,Carbonear General Hospital,2,15,0.153499991,emerg.emerg
2022-01-27 12:02,2022-January,Carbonear General Hospital,3,24,0.243500009,emerg.emerg
2022-01-27 15:48,2022-January,Carbonear General Hospital,4,28,0.281999975,emerg.emerg
2022-01-28 9:06,2022-January,Carbonear General Hospital,1,1,0.008,emerg.emerg
2022-01-28 13:43,2022-January,Carbonear General Hospital,2,9,0.089000009,emerg.emerg
2022-01-28 15:26,2022-January,Carbonear General Hospital,1,8,0.078000002,emerg.emerg
2022-01-28 15:26,2022-January,Carbonear General Hospital,1,8,0.078000002,emerg.emerg
2022-01-30 9:13,2022-January,Carbonear General Hospital,1,1,0.008,emerg.emerg
2022-01-30 14:20,2022-January,Carbonear General Hospital,1,2,0.024,emerg.emerg
2022-01-30 18:49,2022-January,Carbonear General Hospital,1,6,0.059999999,emerg.emerg
2022-01-31 20:34,2022-January,Carbonear General Hospital,3,23,0.225999981,emerg.emerg
2022-02-01 1:32,2022-February,Carbonear General Hospital,1,8,0.075000003,emerg.emerg
2022-02-01 19:42,2022-February,Carbonear General Hospital,3,22,0.217999995,emerg.emerg
2022-02-01 22:47,2022-February,Carbonear General Hospital,1,8,0.075000003,emerg.emerg
2022-02-02 4:09,2022-February,Carbonear General Hospital,3,25,0.249000013,emerg.emerg
2022-02-03 4:28,2022-February,Carbonear General Hospital,4,29,0.291999996,emerg.emerg
2022-02-03 10:54,2022-February,Carbonear General Hospital,4,27,0.270999998,emerg.emerg
2022-02-03 11:44,2022-February,Carbonear General Hospital,5,36,0.361000031,emerg.emerg
2022-02-03 14:28,2022-February,Carbonear General Hospital,4,29,0.288999975,emerg.emerg
2022-02-03 17:29,2022-February,Carbonear General Hospital,2,11,0.113000005,emerg.emerg
2022-02-03 21:11,2022-February,Carbonear General Hospital,1,6,0.061999999,emerg.emerg
2022-02-04 7:55,2022-February,Carbonear General Hospital,1,5,0.050000001,emerg.emerg
2022-02-04 10:01,2022-February,Carbonear General Hospital,1,2,0.023,emerg.emerg
2022-02-04 12:48,2022-February,Carbonear General Hospital,1,7,0.072000004,emerg.emerg
2022-02-04 14:32,2022-February,Carbonear General Hospital,2,11,0.109000005,paul.norman
2022-02-04 16:24,2022-February,Carbonear General Hospital,2,10,0.099000007,emerg.emerg
2022-02-04 18:22,2022-February,Carbonear General Hospital,1,3,0.032000002,paul.norman
2022-02-05 8:19,2022-February,Carbonear General Hospital,2,12,0.123999998,emerg.emerg
2022-02-05 11:40,2022-February,Carbonear General Hospital,3,17,0.172000006,emerg.emerg
2022-02-05 14:10,2022-February,Carbonear General Hospital,4,28,0.275000006,emerg.emerg
2022-02-05 16:01,2022-February,Carbonear General Hospital,3,23,0.226000011,emerg.emerg
2022-02-05 18:05,2022-February,Carbonear General Hospital,3,20,0.19599998,emerg.emerg
2022-02-06 8:25,2022-February,Carbonear General Hospital,1,6,0.061000001,emerg.emerg
2022-02-06 10:50,2022-February,Carbonear General Hospital,2,13,0.130999997,emerg.emerg
2022-02-06 12:29,2022-February,Carbonear General Hospital,2,10,0.096999995,emerg.emerg
2022-02-06 14:59,2022-February,Carbonear General Hospital,2,14,0.143000007,paul.norman
2022-02-06 17:00,2022-February,Carbonear General Hospital,3,18,0.182000011,emerg.emerg
2022-02-06 19:14,2022-February,Carbonear General Hospital,2,15,0.145999998,emerg.emerg
2022-02-07 8:33,2022-February,Carbonear General Hospital,1,7,0.068999998,emerg.emerg
2022-02-07 17:20,2022-February,Carbonear General Hospital,1,7,0.072999999,emerg.emerg
2022-02-08 9:23,2022-February,Carbonear General Hospital,2,9,0.093999997,emerg.emerg
2022-02-08 11:30,2022-February,Carbonear General Hospital,5,39,0.390000045,emerg.emerg
2022-02-08 12:43,2022-February,Carbonear General Hospital,4,30,0.298000008,emerg.emerg
2022-02-08 14:54,2022-February,Carbonear General Hospital,4,32,0.32100001,emerg.emerg
2022-02-08 15:44,2022-February,Carbonear General Hospital,5,37,0.370000005,emerg.emerg
2022-02-08 18:34,2022-February,Carbonear General Hospital,3,24,0.242000014,emerg.emerg
2022-02-09 14:27,2022-February,Carbonear General Hospital,4,28,0.281000018,emerg.emerg
2022-02-09 16:11,2022-February,Carbonear General Hospital,4,33,0.324999988,emerg.emerg
2022-02-09 16:27,2022-February,Carbonear General Hospital,5,37,0.367000014,emerg.emerg
2022-02-09 20:22,2022-February,Carbonear General Hospital,3,20,0.201999992,emerg.emerg
2022-02-09 22:02,2022-February,Carbonear General Hospital,3,18,0.178999975,emerg.emerg
2022-02-10 1:30,2022-February,Carbonear General Hospital,1,8,0.079000004,emerg.emerg
2022-02-10 13:44,2022-February,Carbonear General Hospital,2,12,0.123000011,emerg.emerg
2022-02-10 20:06,2022-February,Carbonear General Hospital,2,10,0.09799999,emerg.emerg
2022-02-10 22:07,2022-February,Carbonear General Hospital,1,8,0.079999998,emerg.emerg
2022-02-11 1:39,2022-February,Carbonear General Hospital,1,4,0.042000003,emerg.emerg
2022-02-11 5:21,2022-February,Carbonear General Hospital,2,15,0.154499993,paul.norman
2022-02-11 22:10,2022-February,Carbonear General Hospital,1,8,0.077500001,emerg.emerg
2022-02-14 1:15,2022-February,Carbonear General Hospital,2,9,0.088,emerg.emerg
2022-02-14 19:53,2022-February,Carbonear General Hospital,1,7,0.074000001,emerg.emerg
2022-02-14 22:31,2022-February,Carbonear General Hospital,1,7,0.07,emerg.emerg
2022-02-15 13:10,2022-February,Carbonear General Hospital,2,9,0.086999997,emerg.emerg
