SurgeCon Assessment  Date / Time,Year-Month,Site Name,SurgeCon Level,SurgeCon Score,SurgeCon Scale,Modified By
2022-12-05 21:35:37,2022-December,Health Sciences Centre,5,46,0.463500023,hsc.emerge
2022-12-06 03:26:45,2022-December,Health Sciences Centre,4,33,0.33008334,hsc.emerge
2022-12-06 09:45:16,2022-December,Health Sciences Centre,5,39,0.386249989,robert.coffin
2022-12-06 14:31:08,2022-December,Health Sciences Centre,5,44,0.438499987,robert.coffin
2022-12-06 22:29:53,2022-December,Health Sciences Centre,5,37,0.367624998,hsc.emerge
2022-12-07 04:38:57,2022-December,Health Sciences Centre,4,32,0.320833325,hsc.emerge
2022-12-07 07:40:36,2022-December,Health Sciences Centre,3,25,0.251583338,hsc.emerge
2022-12-07 11:50:46,2022-December,Health Sciences Centre,5,34,0.340666652,robert.coffin
2022-12-07 16:57:44,2022-December,Health Sciences Centre,5,38,0.380666643,robert.coffin
2022-12-08 02:12:02,2022-December,Health Sciences Centre,5,47,0.467291683,hsc.emerge
2022-12-08 08:53:11,2022-December,Health Sciences Centre,5,37,0.372249991,robert.coffin
2022-12-08 15:00:12,2022-December,Health Sciences Centre,5,46,0.455750018,robert.coffin
2022-12-09 00:48:51,2022-December,Health Sciences Centre,5,42,0.420458376,hsc.emerge
2022-12-09 07:12:29,2022-December,Health Sciences Centre,3,24,0.237124994,hsc.emerge
2022-12-09 11:26:56,2022-December,Health Sciences Centre,4,31,0.312458336,hsc.emerge
2022-12-09 15:52:26,2022-December,Health Sciences Centre,5,39,0.392541647,hsc.emerge
2022-12-09 20:17:24,2022-December,Health Sciences Centre,5,46,0.460333318,hsc.emerge
2022-12-11 17:13:16,2022-December,Health Sciences Centre,5,46,0.464249998,hsc.emerge
2022-12-12 07:21:29,2022-December,Health Sciences Centre,4,30,0.296583325,hsc.emerge
2022-12-12 10:02:35,2022-December,Health Sciences Centre,4,33,0.327583343,robert.coffin
2022-12-12 11:47:54,2022-December,Health Sciences Centre,5,36,0.358833343,hsc.emerge
2022-12-12 15:43:18,2022-December,Health Sciences Centre,5,45,0.447208315,robert.coffin
2022-12-12 23:35:56,2022-December,Health Sciences Centre,5,41,0.414249986,hsc.emerge
2022-12-13 07:01:52,2022-December,Health Sciences Centre,5,37,0.373750001,hsc.emerge
2022-12-13 11:02:09,2022-December,Health Sciences Centre,5,42,0.417249978,hsc.emerge
2022-12-13 16:01:36,2022-December,Health Sciences Centre,5,43,0.434124976,hsc.emerge
2022-12-13 19:14:10,2022-December,Health Sciences Centre,5,39,0.393750012,hsc.emerge
2022-12-14 03:40:51,2022-December,Health Sciences Centre,4,31,0.312666655,hsc.emerge
2022-12-14 12:59:01,2022-December,Health Sciences Centre,5,36,0.361291647,hsc.emerge
2022-12-15 07:10:44,2022-December,Health Sciences Centre,5,45,0.454749972,hsc.emerge
2022-12-15 10:33:36,2022-December,Health Sciences Centre,5,40,0.397916645,robert.coffin
2022-12-15 16:14:03,2022-December,Health Sciences Centre,5,41,0.41475001,robert.coffin
2022-12-16 07:16:16,2022-December,Health Sciences Centre,5,42,0.416625023,hsc.emerge
2022-12-16 14:56:27,2022-December,Health Sciences Centre,5,45,0.449124992,hsc.emerge
2022-12-17 00:57:56,2022-December,Health Sciences Centre,4,32,0.318083346,hsc.emerge
2022-12-17 06:58:50,2022-December,Health Sciences Centre,4,31,0.314083338,hsc.emerge
2022-12-18 02:51:19,2022-December,Health Sciences Centre,4,32,0.316416651,hsc.emerge
2022-12-18 10:04:32,2022-December,Health Sciences Centre,5,34,0.341958314,hsc.emerge
2022-12-18 17:49:52,2022-December,Health Sciences Centre,5,41,0.409999996,hsc.emerge
2022-12-19 09:11:08,2022-December,Health Sciences Centre,5,37,0.372874975,robert.coffin
2022-12-19 13:19:54,2022-December,Health Sciences Centre,5,38,0.384375006,robert.coffin
2022-12-19 13:28:25,2022-December,Health Sciences Centre,5,40,0.403124988,robert.coffin
2022-12-19 16:52:23,2022-December,Health Sciences Centre,5,49,0.492500007,robert.coffin
2022-12-20 08:04:02,2022-December,Health Sciences Centre,5,42,0.423708349,hsc.emerge
2022-12-20 13:27:29,2022-December,Health Sciences Centre,5,54,0.54020834,hsc.emerge
2022-12-21 09:09:57,2022-December,Health Sciences Centre,4,26,0.261999995,hsc.emerge
2022-12-21 12:58:02,2022-December,Health Sciences Centre,5,35,0.350041687,hsc.emerge
2022-12-22 15:37:15,2022-December,Health Sciences Centre,3,25,0.251041681,hsc.emerge
2022-12-22 23:51:20,2022-December,Health Sciences Centre,4,31,0.310000002,hsc.emerge
2022-12-23 06:57:55,2022-December,Health Sciences Centre,4,30,0.299374998,hsc.emerge
2022-12-23 15:08:31,2022-December,Health Sciences Centre,5,52,0.523416698,hsc.emerge
2022-12-23 15:29:53,2022-December,Health Sciences Centre,5,53,0.529666662,robert.coffin
2022-12-28 08:15:13,2022-December,Health Sciences Centre,4,32,0.318875015,hsc.emerge
2022-12-28 08:15:32,2022-December,Health Sciences Centre,5,36,0.355625004,hsc.emerge
2022-12-29 02:37:32,2022-December,Health Sciences Centre,2,9,0.087499999,hsc.emerge
2022-12-29 10:12:40,2022-December,Health Sciences Centre,2,15,0.147083342,robert.coffin
2022-12-30 00:54:27,2022-December,Health Sciences Centre,3,20,0.199083343,hsc.emerge
2022-12-30 06:49:16,2022-December,Health Sciences Centre,3,24,0.237458348,hsc.emerge
2022-12-30 11:40:23,2022-December,Health Sciences Centre,5,39,0.390999973,hsc.emerge
2022-12-30 13:03:31,2022-December,Health Sciences Centre,5,41,0.41049999,robert.coffin
2022-12-31 06:52:50,2022-December,Health Sciences Centre,5,44,0.443583339,hsc.emerge
2023-01-03 13:25:20,2023-January,Health Sciences Centre,5,44,0.435749978,robert.coffin
2023-01-04 09:25:37,2023-January,Health Sciences Centre,5,45,0.447458357,robert.coffin
2023-01-04 12:26:59,2023-January,Health Sciences Centre,5,47,0.473791659,hsc.emerge
2023-01-04 19:36:06,2023-January,Health Sciences Centre,5,53,0.534291625,hsc.emerge
2023-01-05 09:46:29,2023-January,Health Sciences Centre,5,37,0.36604169,robert.coffin
2023-01-05 12:27:52,2023-January,Health Sciences Centre,5,40,0.395750016,hsc.emerge
2023-01-06 08:35:12,2023-January,Health Sciences Centre,5,35,0.349125028,hsc.emerge
2023-01-06 12:10:19,2023-January,Health Sciences Centre,5,39,0.385666668,hsc.emerge
2023-01-10 00:12:37,2023-January,Health Sciences Centre,5,48,0.484666675,hsc.emerge
2023-01-10 06:20:17,2023-January,Health Sciences Centre,5,34,0.337000012,hsc.emerge
2023-01-10 21:05:41,2023-January,Health Sciences Centre,3,25,0.245124996,hsc.emerge
2023-01-11 05:45:30,2023-January,Health Sciences Centre,4,29,0.289791673,hsc.emerge
2023-01-11 09:18:30,2023-January,Health Sciences Centre,3,25,0.252791673,hsc.emerge
2023-01-11 14:29:50,2023-January,Health Sciences Centre,3,24,0.238291681,hsc.emerge
2023-01-11 21:44:54,2023-January,Health Sciences Centre,4,28,0.282958329,hsc.emerge
2023-01-12 12:09:32,2023-January,Health Sciences Centre,4,27,0.272708327,hsc.emerge
2023-01-13 12:42:08,2023-January,Health Sciences Centre,4,31,0.307624996,hsc.emerge
2023-01-13 21:45:58,2023-January,Health Sciences Centre,5,37,0.373083293,hsc.emerge
2023-01-15 01:19:59,2023-January,Health Sciences Centre,4,27,0.267416656,hsc.emerge
2023-01-15 13:52:46,2023-January,Health Sciences Centre,5,34,0.33524999,hsc.emerge
2023-01-15 23:52:29,2023-January,Health Sciences Centre,4,27,0.268333316,hsc.emerge
2023-01-16 03:37:13,2023-January,Health Sciences Centre,4,32,0.320916682,hsc.emerge
2023-01-16 12:06:26,2023-January,Health Sciences Centre,3,23,0.233750001,hsc.emerge
2023-01-17 07:50:37,2023-January,Health Sciences Centre,4,30,0.304874986,hsc.emerge
2023-01-17 10:44:44,2023-January,Health Sciences Centre,5,47,0.474041671,hsc.emerge
2023-01-20 01:26:09,2023-January,Health Sciences Centre,4,31,0.305291682,hsc.emerge
2023-01-20 07:15:05,2023-January,Health Sciences Centre,3,23,0.227083325,hsc.emerge
2023-01-23 12:05:53,2023-January,Health Sciences Centre,4,33,0.328499973,hsc.emerge
2023-01-23 12:06:20,2023-January,Health Sciences Centre,5,36,0.357249975,hsc.emerge
2023-01-24 01:03:45,2023-January,Health Sciences Centre,4,28,0.284833342,hsc.emerge
2023-01-24 06:28:04,2023-January,Health Sciences Centre,3,23,0.228125006,hsc.emerge
2023-01-24 12:19:21,2023-January,Health Sciences Centre,4,30,0.301250011,hsc.emerge
2023-01-24 16:05:35,2023-January,Health Sciences Centre,4,31,0.307999998,hsc.emerge
2023-01-25 12:48:34,2023-January,Health Sciences Centre,4,31,0.311541677,hsc.emerge
2023-01-25 15:08:35,2023-January,Health Sciences Centre,5,34,0.339291692,hsc.emerge
2023-01-26 08:08:49,2023-January,Health Sciences Centre,4,28,0.281749994,hsc.emerge
2023-01-27 22:22:17,2023-January,Health Sciences Centre,3,25,0.248833328,hsc.emerge
2023-01-28 05:57:59,2023-January,Health Sciences Centre,3,21,0.213624999,hsc.emerge
2023-01-30 04:12:23,2023-January,Health Sciences Centre,3,25,0.249041647,hsc.emerge
2023-01-31 09:38:11,2023-January,Health Sciences Centre,4,31,0.314666659,hsc.emerge
2023-01-31 16:49:53,2023-January,Health Sciences Centre,3,25,0.247166678,hsc.emerge
2023-02-01 09:57:15,2023-February,Health Sciences Centre,5,35,0.354583323,robert.coffin
2023-02-01 14:14:28,2023-February,Health Sciences Centre,5,43,0.432833314,robert.coffin
2023-02-02 09:04:18,2023-February,Health Sciences Centre,5,42,0.419458359,robert.coffin
2023-02-03 01:52:50,2023-February,Health Sciences Centre,4,28,0.28262499,hsc.emerge
2023-02-03 10:08:14,2023-February,Health Sciences Centre,4,32,0.324458301,hsc.emerge
2023-02-03 14:58:59,2023-February,Health Sciences Centre,5,37,0.368666649,hsc.emerge
2023-02-04 12:36:48,2023-February,Health Sciences Centre,4,33,0.328833312,hsc.emerge
2023-02-04 16:47:05,2023-February,Health Sciences Centre,5,35,0.353458315,hsc.emerge
2023-02-04 19:16:10,2023-February,Health Sciences Centre,5,34,0.339916646,hsc.emerge
2023-02-05 19:09:06,2023-February,Health Sciences Centre,5,36,0.362000018,hsc.emerge
2023-02-06 09:41:27,2023-February,Health Sciences Centre,5,44,0.436916649,hsc.emerge
2023-02-06 13:09:44,2023-February,Health Sciences Centre,5,57,0.572375,robert.coffin
2023-02-08 09:11:35,2023-February,Health Sciences Centre,5,40,0.395833313,hsc.emerge
2023-02-08 12:39:38,2023-February,Health Sciences Centre,5,40,0.404791653,hsc.emerge
2023-02-09 08:43:01,2023-February,Health Sciences Centre,4,33,0.330791652,hsc.emerge
2023-02-09 09:39:42,2023-February,Health Sciences Centre,4,33,0.329541653,hsc.emerge
2023-02-09 13:26:45,2023-February,Health Sciences Centre,5,57,0.569999993,hsc.emerge
2023-02-09 15:28:07,2023-February,Health Sciences Centre,5,57,0.569208324,hsc.emerge
2023-02-13 09:11:58,2023-February,Health Sciences Centre,5,46,0.45783332,hsc.emerge
2023-02-13 14:04:40,2023-February,Health Sciences Centre,5,45,0.448583335,hsc.emerge
2023-02-14 08:52:58,2023-February,Health Sciences Centre,5,39,0.389791638,hsc.emerge
2023-02-15 15:37:40,2023-February,Health Sciences Centre,5,49,0.491083324,hsc.emerge
2023-02-16 01:14:20,2023-February,Health Sciences Centre,5,44,0.443416685,hsc.emerge
2023-02-16 08:19:53,2023-February,Health Sciences Centre,5,48,0.482625008,hsc.emerge
2023-02-17 05:18:35,2023-February,Health Sciences Centre,5,40,0.403916657,hsc.emerge
2023-02-17 09:17:12,2023-February,Health Sciences Centre,5,35,0.347749978,hsc.emerge
2023-02-20 09:24:32,2023-February,Health Sciences Centre,5,34,0.339208335,robert.coffin
2023-02-21 00:42:04,2023-February,Health Sciences Centre,5,46,0.455166668,hsc.emerge
2023-02-21 09:07:02,2023-February,Health Sciences Centre,5,35,0.350916624,robert.coffin
2023-02-21 15:42:29,2023-February,Health Sciences Centre,5,45,0.449916691,robert.coffin
2023-02-22 09:25:21,2023-February,Health Sciences Centre,5,36,0.363916665,hsc.emerge
2023-02-22 13:28:17,2023-February,Health Sciences Centre,5,38,0.384291649,hsc.emerge
2023-02-22 23:04:38,2023-February,Health Sciences Centre,4,28,0.278874993,hsc.emerge
2023-02-23 06:12:28,2023-February,Health Sciences Centre,3,22,0.224083334,hsc.emerge
2023-02-24 10:47:49,2023-February,Health Sciences Centre,5,39,0.391291648,robert.coffin
2023-02-27 09:46:41,2023-February,Health Sciences Centre,5,41,0.411749989,robert.coffin
2023-02-27 10:32:03,2023-February,Health Sciences Centre,5,54,0.542750001,hsc.emerge
2023-02-27 15:05:46,2023-February,Health Sciences Centre,5,48,0.484708339,hsc.emerge
2023-02-28 13:09:34,2023-February,Health Sciences Centre,5,37,0.374208331,hsc.emerge
2023-03-01 23:19:48,2023-March,Health Sciences Centre,5,34,0.335166663,hsc.emerge
2023-03-02 06:38:04,2023-March,Health Sciences Centre,3,20,0.204583317,hsc.emerge
2023-03-03 03:50:51,2023-March,Health Sciences Centre,4,29,0.290791661,hsc.emerge
2023-03-06 12:45:02,2023-March,Health Sciences Centre,4,30,0.302583337,hsc.emerge
2023-03-06 15:36:37,2023-March,Health Sciences Centre,5,34,0.337208331,hsc.emerge
2023-03-07 09:23:43,2023-March,Health Sciences Centre,4,33,0.328083336,robert.coffin
2023-03-07 17:18:27,2023-March,Health Sciences Centre,5,39,0.392833322,hsc.emerge
2023-03-08 11:27:54,2023-March,Health Sciences Centre,4,31,0.31387502,hsc.emerge
2023-03-09 06:54:10,2023-March,Health Sciences Centre,4,28,0.282458335,hsc.emerge
2023-03-09 10:15:00,2023-March,Health Sciences Centre,4,31,0.306125015,hsc.emerge
